,userID,age,sex,관심등록기관,관심등록질환,건강기능식품하트기록,레시피북마크기록
871,871,46,M,질  ,고혈압,"[19849, 16131, 22284, 21639, 14122, 1948, 349, 23950, 25053, 28556, 3199, 9638, 6856, 7223, 6374, 12343, 3658, 27249, 17487, 29544, 28342, 16311, 24940, 11652, 12099, 14122, 17932, 16199, 9737, 6806, 5108, 26317, 16785, 5108, 30417, 1438, 15240, 23127, 2950, 10139, 2776, 20137, 25356, 22828, 30071, 26847, 26390, 4833, 18557, 5718]","[513, 1012, 739, 384, 892, 73, 100, 860, 646, 986, 45, 309, 1095, 37, 392, 969, 854, 1130, 1077, 302, 835, 511, 1160, 852, 311, 99, 813, 248, 457, 585, 6, 687, 30, 694, 965, 602, 275, 395, 286, 1053, 712, 1227, 528, 1081, 664, 840, 485, 312, 986, 859]"
872,872,55,F,혈중 중성지방 ,심근경색증,"[2863, 7724, 25236, 25057, 21599, 15446, 12911, 773, 14637, 15143, 13021, 8026, 29686, 17676, 21631, 14607, 3300, 20784, 2133, 27367, 13882, 2743, 6236, 636, 26838, 11543, 107, 24852, 27810, 27391, 2562, 15754, 21751, 6539, 25852, 27305, 7032, 19532, 27933, 21677, 8512, 8644, 25613, 3905, 10105, 5321, 18495, 20451, 14978, 1825]","[15, 173, 310, 131, 919, 272, 1076, 1038, 799, 791, 305, 1072, 29, 512, 1074, 379, 629, 469, 368, 1104, 1118, 902, 566, 649, 169, 430, 107, 1131, 73, 1195, 329, 726, 547, 311, 726, 714, 72, 807, 948, 802, 1121, 685, 263, 273, 685, 648, 797, 314, 38, 1009]"
873,873,58,M,어린이키성장,당뇨병,"[16453, 6015, 4522, 23153, 9808, 13334, 2749, 15300, 24691, 14972, 15210, 22639, 1141, 10233, 15026, 18355, 2777, 1990, 14500, 24239, 2089, 9631, 5904, 26417, 24197, 12786, 22986, 26144, 11258, 16346, 23828, 884, 1136, 27404, 27543, 6942, 20542, 28151, 6228, 30081, 17374, 17188, 5744, 646, 29115, 9687, 4681, 18545, 2706, 27759]","[1134, 210, 10, 1196, 408, 1080, 1040, 1185, 812, 1167, 966, 1225, 166, 554, 35, 1180, 977, 907, 1027, 692, 864, 886, 631, 211, 233, 773, 566, 389, 410, 308, 1020, 1053, 1206, 633, 664, 79, 162, 258, 115, 763, 1241, 692, 828, 905, 792, 1101, 1219, 1096, 921, 1170]"
874,874,31,M,장 ,뇌졸중,"[16183, 3781, 14046, 6243, 23138, 2991, 3933, 18780, 17185, 22167, 18886, 27906, 28528, 24882, 1325, 13605, 24726, 20005, 7917, 154, 1292, 25839, 15392, 14976, 9100, 14393, 7899, 9659, 8583, 10470, 24249, 130, 9316, 19717, 28227, 4930, 29397, 7576, 3948, 2313, 11258, 11360, 25296, 21742, 16078, 2860, 19670, 8914, 11437, 20113]","[503, 301, 175, 1190, 253, 1135, 755, 753, 897, 892, 1014, 358, 1084, 336, 385, 954, 985, 933, 367, 1022, 968, 863, 1028, 695, 887, 363, 1089, 969, 404, 511, 758, 1124, 235, 999, 344, 587, 1049, 703, 449, 797, 1165, 610, 0, 749, 1143, 282, 336, 548, 120, 798]"
875,875,45,F,눈 ,빈혈,"[28332, 15044, 2199, 245, 1739, 16904, 9238, 20441, 18787, 4965, 19277, 27655, 19660, 11705, 14808, 11649, 5339, 17849, 19709, 16383, 23950, 8915, 23549, 27015, 14352, 6189, 10216, 11530, 1913, 30749, 8432, 165, 9480, 5988, 5426, 27737, 15978, 10074, 16885, 12100, 8245, 6464, 30296, 11322, 20606, 9501, 23055, 1272, 11864, 27234]","[946, 700, 701, 158, 599, 379, 644, 34, 1186, 605, 327, 626, 684, 311, 549, 338, 170, 457, 59, 72, 950, 59, 1154, 1028, 845, 247, 1038, 136, 291, 1229, 508, 405, 862, 663, 515, 186, 680, 981, 100, 818, 686, 65, 108, 408, 870, 298, 1195, 744, 543, 1161]"
876,876,53,F,과민피부상태,고혈압,"[16579, 8689, 10856, 29378, 18628, 16611, 14072, 10641, 18638, 21839, 23720, 21997, 28538, 13378, 25456, 6498, 15600, 26181, 16109, 29266, 6515, 23485, 15691, 15856, 6690, 3172, 12425, 25268, 1831, 24787, 30516, 30293, 29992, 18575, 11162, 7613, 28376, 28501, 4986, 16596, 8546, 12872, 20131, 5959, 6926, 3517, 2848, 29507, 12189, 1029]","[327, 1221, 558, 681, 712, 374, 292, 573, 50, 138, 168, 1097, 526, 837, 1177, 1043, 1186, 690, 94, 282, 794, 412, 1154, 1069, 895, 370, 843, 718, 714, 257, 711, 1181, 525, 1204, 1178, 208, 825, 602, 530, 248, 421, 337, 996, 356, 1201, 948, 549, 39, 455, 357]"
877,877,41,M,긴장완화,아토피성 피부염,"[902, 30014, 25890, 24461, 18544, 18489, 15108, 3929, 29797, 27911, 7671, 10031, 21447, 19391, 8642, 6723, 16553, 7850, 21280, 21524, 7787, 19361, 18933, 20078, 7703, 20106, 22826, 24936, 14504, 27469, 19515, 5779, 12463, 20292, 22115, 13361, 17070, 10295, 20365, 9150, 30562, 1225, 6828, 5838, 11008, 25324, 29273, 7915, 27556, 25539]","[1149, 464, 887, 510, 169, 766, 331, 115, 151, 816, 498, 565, 101, 367, 778, 205, 396, 1087, 1108, 184, 321, 250, 367, 981, 824, 105, 971, 1075, 822, 627, 765, 487, 496, 1001, 1116, 558, 917, 60, 841, 974, 528, 1055, 501, 104, 640, 265, 661, 368, 878, 1055]"
878,878,56,M,눈 ,고혈압,"[22788, 18361, 6135, 28919, 27729, 20993, 9512, 27432, 15162, 7693, 1849, 9662, 14477, 25179, 7830, 1181, 3869, 7146, 26001, 22062, 22524, 12106, 14283, 6998, 15106, 10418, 18833, 5750, 8529, 21819, 5994, 24842, 2080, 26389, 12106, 14840, 16247, 22620, 10677, 10041, 18188, 13062, 29393, 4941, 29704, 19692, 25967, 14006, 6084, 13833]","[284, 131, 774, 291, 1066, 414, 47, 912, 1070, 839, 1163, 5, 129, 602, 196, 178, 45, 141, 125, 642, 547, 695, 260, 24, 1183, 392, 40, 316, 1059, 548, 152, 1079, 838, 460, 317, 263, 994, 597, 406, 715, 125, 501, 272, 789, 268, 1224, 706, 1186, 601, 90]"
879,879,29,F,월경전변화 ,천식,"[6692, 22585, 26395, 17029, 14484, 23903, 11123, 2434, 6291, 3499, 22859, 12175, 17885, 7807, 28778, 24264, 5911, 11815, 2666, 11974, 10547, 13608, 8695, 27626, 5075, 17177, 11694, 30441, 14900, 20109, 21177, 30349, 340, 30469, 6536, 21415, 26319, 15953, 21452, 3665, 11149, 14170, 24581, 10585, 16963, 22184, 28539, 26100, 3202, 9783]","[44, 997, 999, 774, 919, 387, 432, 1100, 1203, 1184, 837, 81, 213, 730, 816, 1063, 1196, 368, 811, 921, 629, 776, 947, 606, 808, 514, 849, 910, 1054, 871, 644, 499, 733, 937, 419, 654, 1126, 674, 742, 1082, 1050, 1238, 1118, 979, 149, 671, 1011, 1218, 807, 170]"
880,880,41,F,근력 ,천식,"[11936, 24413, 6993, 21467, 14971, 16484, 24945, 10669, 28797, 26728, 18735, 20736, 27950, 6675, 3037, 22353, 4823, 13591, 8424, 20684, 25433, 1797, 4759, 22793, 8958, 21120, 1223, 1818, 14135, 19095, 29244, 24503, 18591, 1302, 19987, 29596, 7742, 16838, 7840, 19990, 6246, 25411, 8708, 29547, 17905, 12594, 4567, 1189, 3020, 18056]","[91, 173, 1105, 395, 848, 233, 372, 379, 1195, 718, 765, 397, 720, 701, 314, 85, 1209, 452, 624, 72, 944, 643, 716, 1038, 1107, 327, 716, 798, 223, 343, 69, 861, 922, 7, 699, 1105, 503, 954, 878, 294, 1004, 741, 269, 935, 514, 503, 329, 835, 421, 1165]"
881,881,58,M,전립선 ,심근경색증,"[8155, 12395, 22243, 22556, 27613, 21253, 5009, 16202, 29404, 11789, 1389, 8407, 27680, 13875, 8678, 10744, 648, 25150, 19386, 20963, 7099, 19861, 16155, 770, 2749, 30688, 24833, 11086, 167, 18157, 5129, 7332, 30089, 22933, 21363, 9762, 6768, 30252, 24270, 22088, 21106, 10350, 3497, 24550, 25346, 16805, 3500, 6478, 20782, 15927]","[580, 506, 1147, 348, 18, 267, 994, 644, 717, 614, 811, 1220, 20, 947, 396, 806, 562, 198, 7, 1112, 895, 209, 105, 1108, 17, 390, 1001, 809, 480, 164, 1156, 374, 708, 277, 1130, 562, 940, 941, 122, 1200, 663, 1186, 418, 665, 539, 226, 167, 405, 506, 143]"
882,882,51,F,운동수행 능력,협심증,"[12017, 17246, 10664, 18336, 22345, 9485, 17616, 2182, 10215, 831, 16304, 20516, 18609, 685, 14255, 22645, 13419, 3558, 14822, 14273, 11313, 20115, 1677, 14176, 9233, 13757, 14553, 26872, 26698, 19793, 4284, 17106, 3492, 27122, 14802, 13817, 8109, 30306, 7590, 2184, 29716, 19314, 8916, 13682, 3380, 9164, 3652, 24196, 24295, 15328]","[651, 177, 830, 826, 257, 729, 567, 422, 786, 113, 750, 641, 500, 95, 915, 140, 1149, 751, 331, 70, 211, 373, 922, 351, 517, 730, 751, 136, 925, 253, 880, 406, 1228, 712, 304, 260, 559, 357, 310, 42, 95, 643, 102, 180, 276, 668, 470, 1059, 297, 1082]"
883,883,56,F,질  ,아토피성 피부염,"[3542, 7511, 6971, 3860, 14539, 11527, 26932, 9014, 22990, 339, 6489, 23783, 10092, 21295, 30108, 6488, 10147, 26792, 19610, 4558, 1970, 18658, 1894, 11849, 20288, 21379, 15172, 7511, 8175, 3930, 3192, 1366, 17621, 23425, 28449, 22019, 3111, 10417, 9562, 30575, 14987, 23294, 1410, 27706, 2328, 17141, 15090, 3793, 14756, 23620]","[1110, 988, 995, 125, 808, 861, 379, 1020, 783, 660, 582, 852, 1200, 421, 1192, 864, 964, 534, 241, 800, 332, 998, 158, 719, 1019, 715, 451, 462, 301, 805, 253, 138, 403, 908, 576, 975, 103, 556, 1171, 848, 419, 347, 340, 316, 203, 1234, 1042, 726, 680, 1073]"
884,884,50,M,운동수행 능력,협심증,"[142, 19002, 6025, 3931, 16401, 213, 18170, 1378, 27153, 25113, 5424, 7511, 11333, 26773, 27359, 8699, 7303, 4874, 22187, 27053, 18628, 17926, 19079, 20049, 14207, 1187, 19327, 23790, 30480, 13210, 23613, 9967, 27874, 27314, 22824, 7526, 12669, 7594, 10976, 1599, 26282, 16072, 14983, 4981, 22372, 19931, 6616, 25911, 10371, 29914]","[804, 802, 615, 1059, 1100, 1105, 29, 413, 137, 241, 676, 169, 392, 309, 678, 155, 148, 514, 410, 185, 421, 409, 424, 956, 841, 1125, 400, 896, 644, 497, 513, 1230, 720, 61, 151, 503, 931, 897, 997, 950, 937, 1198, 252, 1187, 248, 1178, 583, 311, 960, 908]"
885,885,57,M,수면질 ,고혈압,"[27029, 8025, 16073, 24697, 27546, 11946, 10076, 29384, 22019, 26774, 2173, 8518, 24938, 19494, 11699, 23681, 20870, 27362, 809, 26622, 310, 28816, 10502, 16769, 3912, 22890, 6204, 13656, 18733, 20380, 22389, 1530, 1365, 1869, 27652, 26082, 4398, 27058, 19613, 28412, 20695, 8193, 10867, 2751, 19225, 28524, 7854, 23549, 4432, 2600]","[587, 558, 833, 1052, 281, 471, 1103, 798, 998, 285, 1179, 583, 358, 354, 1067, 861, 46, 1183, 904, 791, 696, 445, 171, 377, 1065, 303, 508, 74, 713, 1087, 290, 467, 426, 544, 464, 973, 169, 526, 50, 33, 549, 157, 1234, 987, 1094, 275, 1129, 976, 513, 1058]"
886,886,43,F,칼슘 흡수,뇌졸중,"[29950, 8532, 15475, 30412, 7553, 27055, 9067, 22795, 7150, 16845, 6934, 16619, 4094, 15037, 16060, 11819, 30376, 5354, 14619, 967, 29171, 18075, 20091, 7231, 10551, 19463, 4880, 174, 806, 16561, 11829, 12993, 23627, 19312, 5615, 13074, 8164, 24812, 17097, 5436, 4812, 17704, 8699, 15351, 3408, 10201, 26626, 5963, 20386, 8678]","[974, 87, 215, 1191, 965, 290, 724, 330, 33, 282, 921, 909, 1072, 1205, 198, 528, 1085, 955, 1183, 1123, 1163, 896, 380, 186, 631, 299, 1035, 580, 1156, 576, 208, 980, 319, 870, 424, 325, 1047, 601, 501, 28, 640, 617, 1092, 470, 8, 745, 623, 1071, 1083, 902]"
887,887,41,F,칼슘 흡수,협심증,"[30100, 2137, 13311, 9539, 12960, 8919, 13547, 7250, 4571, 24010, 23649, 23413, 12008, 16982, 23531, 1736, 10661, 25962, 25681, 29274, 5484, 15199, 14859, 11338, 3416, 8840, 19428, 25113, 11923, 3557, 14052, 9505, 9743, 17939, 12733, 3860, 6267, 15241, 1168, 18304, 8221, 27648, 21045, 25643, 23052, 6258, 7205, 24076, 28993, 2197]","[1203, 962, 984, 354, 1179, 1210, 568, 931, 780, 732, 116, 785, 428, 106, 1237, 398, 711, 542, 1130, 508, 677, 564, 317, 184, 1080, 587, 1070, 186, 750, 646, 660, 1200, 776, 235, 1046, 251, 207, 859, 1003, 103, 750, 1223, 876, 73, 873, 145, 1191, 603, 516, 1077]"
888,888,59,M,체지방 감소,고혈압,"[20350, 4348, 19633, 22424, 21627, 30106, 2754, 17176, 8904, 6080, 4112, 26937, 22397, 8584, 15591, 14700, 8569, 7566, 19780, 16012, 14024, 7030, 20803, 23092, 21421, 24943, 23333, 11171, 7854, 7985, 96, 9066, 26785, 10957, 13157, 14120, 24987, 17715, 8843, 16166, 20233, 4915, 8042, 22249, 25801, 29930, 6852, 8924, 5970, 30154]","[41, 303, 829, 600, 673, 40, 905, 242, 959, 242, 391, 866, 718, 190, 1077, 420, 736, 1109, 80, 229, 648, 1008, 979, 1072, 262, 1017, 929, 748, 1124, 607, 413, 104, 578, 1046, 875, 228, 1155, 455, 783, 244, 509, 770, 55, 346, 1060, 451, 533, 348, 786, 574]"
889,889,58,M,관절 뼈 ,빈혈,"[11736, 27128, 10777, 15554, 16828, 28889, 24348, 15550, 19897, 19028, 28294, 7343, 10093, 16999, 28156, 10677, 30092, 27188, 11238, 210, 8789, 17986, 26925, 19267, 15766, 5426, 16046, 6475, 24225, 4603, 20660, 25736, 23009, 29874, 29258, 24739, 23497, 23248, 16734, 12083, 3793, 22877, 13438, 13940, 11256, 17505, 3763, 29381, 30348, 21349]","[450, 90, 84, 141, 158, 162, 1214, 1217, 94, 771, 1076, 301, 766, 89, 100, 435, 202, 744, 78, 973, 1106, 261, 847, 412, 609, 149, 1026, 769, 498, 1154, 542, 604, 658, 1036, 194, 339, 1026, 566, 1045, 325, 899, 1020, 852, 1030, 308, 124, 1012, 643, 876, 598]"
890,890,26,M,피로 ,협심증,"[13036, 18017, 7794, 7481, 12358, 22141, 13287, 15716, 19750, 27621, 19082, 6554, 19354, 10192, 30, 14540, 16790, 14308, 21805, 3017, 2976, 9931, 18156, 3475, 29749, 2532, 16303, 2991, 2385, 6311, 25802, 27111, 13048, 5402, 721, 26971, 9440, 9040, 6746, 4973, 21670, 16843, 18402, 14651, 8124, 19469, 30432, 21390, 20674, 4297]","[178, 1237, 164, 908, 271, 1080, 756, 888, 651, 502, 816, 240, 713, 634, 576, 549, 725, 343, 15, 384, 600, 565, 412, 53, 678, 531, 132, 1144, 321, 106, 202, 1048, 1000, 856, 1108, 594, 45, 488, 454, 319, 834, 587, 843, 974, 725, 226, 332, 1189, 208, 681]"
891,891,51,M,칼슘 흡수,당뇨병,"[29502, 16043, 30213, 30696, 23496, 24702, 28963, 16202, 29801, 3171, 7813, 24683, 18457, 9562, 3080, 21751, 9657, 16592, 23605, 14057, 20948, 26412, 12604, 9629, 2273, 20269, 9986, 30417, 16109, 12094, 16425, 22408, 29249, 13781, 15869, 29952, 30682, 6925, 2898, 456, 18974, 15437, 16345, 26757, 1485, 23618, 23770, 27259, 26887, 10409]","[605, 850, 548, 869, 611, 431, 993, 291, 400, 72, 1162, 152, 384, 250, 167, 477, 524, 1075, 256, 572, 883, 1154, 867, 779, 139, 622, 696, 1109, 64, 597, 356, 606, 739, 986, 1204, 686, 1090, 317, 114, 925, 198, 1121, 206, 738, 384, 888, 569, 576, 554, 95]"
892,892,21,M,간 ,당뇨병,"[6078, 26071, 16248, 13022, 22015, 24498, 19681, 4472, 19262, 6255, 23036, 15530, 8917, 21187, 20797, 29411, 10413, 453, 17230, 1808, 28746, 27062, 29070, 12394, 9613, 28141, 17377, 28266, 8848, 17660, 29478, 1325, 30627, 29192, 2316, 4588, 20030, 14906, 7342, 17619, 21993, 12218, 27876, 10277, 10090, 30543, 20961, 21710, 4267, 9879]","[677, 243, 241, 667, 524, 1222, 171, 660, 450, 1208, 125, 1015, 661, 111, 1083, 553, 758, 190, 865, 769, 233, 767, 247, 1097, 858, 261, 728, 212, 400, 796, 783, 1118, 100, 229, 185, 435, 445, 54, 1142, 494, 239, 703, 380, 921, 43, 153, 781, 78, 1228, 1184]"
893,893,49,F,치아 ,당뇨병,"[6981, 138, 12122, 9908, 26501, 4731, 29563, 18651, 841, 24531, 28271, 7791, 4027, 16223, 8549, 16379, 14935, 6131, 8763, 15311, 2312, 13917, 9366, 11768, 29565, 19080, 8002, 30747, 14070, 10285, 198, 5193, 6502, 13151, 24428, 7641, 29614, 23772, 5701, 11387, 876, 13948, 4160, 6491, 21141, 19045, 7587, 28307, 22884, 13299]","[1207, 1093, 1074, 726, 1166, 710, 117, 1153, 764, 549, 667, 227, 570, 904, 22, 17, 894, 417, 1125, 1158, 1141, 291, 939, 662, 879, 970, 927, 120, 184, 1229, 150, 921, 404, 220, 774, 45, 1231, 1218, 829, 20, 544, 1236, 74, 538, 537, 872, 809, 99, 539, 1027]"
894,894,49,M,배뇨기능 ,뇌졸중,"[8863, 9618, 27917, 14718, 12237, 28920, 6158, 4893, 20114, 27621, 20314, 10782, 9686, 22985, 8185, 20173, 1201, 17386, 13721, 844, 28034, 23885, 3417, 12850, 20445, 29839, 23043, 9022, 1754, 15535, 12971, 16927, 17131, 20226, 13991, 24449, 12562, 1494, 17819, 14943, 22796, 10593, 22807, 13814, 12933, 29890, 28900, 20381, 5504, 22781]","[915, 203, 1049, 484, 420, 895, 947, 749, 1101, 442, 269, 67, 989, 904, 696, 885, 242, 1240, 893, 421, 51, 889, 1094, 771, 1040, 185, 779, 571, 13, 735, 689, 707, 342, 692, 432, 508, 52, 959, 1071, 261, 495, 369, 106, 388, 36, 968, 88, 205, 169, 1140]"
895,895,18,F,혈압조절,협심증,"[2850, 15979, 22736, 10932, 1885, 17180, 12420, 26546, 12998, 23709, 7071, 21576, 2809, 20738, 1314, 27747, 15601, 14033, 18113, 24580, 24509, 13983, 27905, 7424, 14474, 219, 21559, 15247, 243, 10903, 20775, 29238, 17824, 19297, 27738, 142, 26405, 23976, 10281, 14341, 7161, 16989, 6832, 27523, 14050, 28098, 6882, 1699, 11832, 19773]","[456, 569, 1024, 439, 928, 48, 300, 49, 666, 51, 967, 531, 163, 463, 422, 293, 1033, 509, 368, 1074, 423, 36, 31, 254, 335, 466, 408, 613, 504, 88, 1161, 131, 645, 991, 90, 741, 455, 962, 882, 457, 1231, 672, 974, 897, 394, 157, 150, 441, 933, 483]"
896,896,55,F,눈 ,협심증,"[25452, 27762, 20360, 20122, 23765, 22682, 30741, 15028, 8634, 879, 9341, 9973, 25895, 25279, 6940, 23496, 13606, 14325, 9744, 18545, 8302, 21419, 11498, 30031, 11405, 30742, 22730, 12357, 15808, 22696, 7995, 15630, 30567, 10118, 21363, 20087, 1295, 29641, 812, 17642, 2986, 8356, 1007, 19068, 18630, 15113, 22276, 2118, 269, 1154]","[984, 160, 325, 1165, 40, 559, 949, 533, 793, 1009, 35, 504, 692, 829, 1114, 474, 399, 462, 411, 684, 390, 429, 804, 488, 391, 866, 318, 198, 606, 117, 1149, 134, 253, 980, 800, 268, 474, 166, 1161, 964, 427, 541, 825, 636, 262, 1206, 919, 1083, 239, 62]"
897,897,37,F,요로 ,당뇨병,"[56, 11242, 17928, 3063, 29509, 8307, 18094, 9487, 15239, 685, 3122, 4320, 12433, 28520, 20203, 15058, 10453, 9604, 11695, 11431, 23797, 26013, 28967, 15237, 2314, 30601, 21601, 8219, 21530, 25863, 27265, 10912, 10161, 3560, 28418, 8667, 7906, 16850, 647, 21539, 29104, 10482, 21250, 17790, 11662, 7410, 20586, 6045, 23666, 1045]","[487, 208, 310, 79, 1060, 694, 552, 878, 540, 453, 780, 550, 910, 1228, 891, 95, 885, 1157, 0, 4, 471, 118, 1150, 1138, 321, 822, 1073, 692, 756, 587, 233, 468, 43, 686, 464, 675, 64, 990, 71, 466, 382, 715, 605, 127, 178, 270, 207, 238, 481, 649]"
898,898,31,F,혈압조절,심근경색증,"[20965, 22578, 5472, 4859, 4589, 19546, 9778, 23123, 13135, 8787, 27272, 19130, 709, 30024, 30735, 18649, 3403, 3745, 26042, 13310, 25638, 3797, 15769, 1, 25617, 15273, 24390, 33, 21409, 9156, 13134, 27139, 27959, 18704, 18595, 25026, 13176, 15194, 16114, 24416, 29713, 16287, 25124, 13133, 9093, 12473, 5532, 15136, 25303, 28842]","[672, 444, 980, 731, 690, 675, 340, 675, 980, 1088, 840, 951, 356, 833, 36, 763, 460, 889, 958, 177, 1141, 651, 1149, 567, 341, 669, 1235, 920, 690, 96, 329, 90, 1086, 372, 976, 115, 371, 437, 15, 125, 11, 651, 565, 673, 259, 437, 765, 585, 662, 964]"
899,899,39,M,요로 ,천식,"[4303, 3600, 9049, 3800, 14369, 13878, 19691, 22870, 18959, 3992, 5997, 15535, 11934, 30501, 22409, 4551, 24794, 13054, 7377, 3427, 13938, 14876, 18049, 23735, 5419, 21258, 10374, 11126, 19494, 11857, 26573, 19191, 1309, 891, 23954, 5746, 27463, 6289, 23472, 15512, 15041, 9784, 26685, 30118, 12145, 30417, 24887, 10016, 17531, 1088]","[1018, 957, 1216, 898, 687, 245, 814, 862, 953, 1026, 556, 167, 538, 1017, 607, 1221, 788, 253, 675, 598, 833, 235, 12, 171, 842, 430, 799, 588, 200, 744, 581, 324, 204, 459, 411, 828, 239, 1077, 1208, 735, 30, 599, 1162, 3, 655, 440, 666, 599, 856, 840]"
900,900,52,M,치아 ,간염,"[14600, 27099, 21172, 21387, 17259, 5285, 19700, 22768, 2981, 18695, 25408, 9918, 5425, 25474, 10030, 16734, 19938, 18747, 24998, 26830, 10742, 3817, 8605, 13031, 19399, 27632, 28221, 28478, 22058, 5075, 5679, 22647, 23132, 8297, 16883, 25575, 29948, 9612, 12944, 11614, 12599, 14420, 9342, 7122, 27271, 10547, 7109, 24102, 8810, 15607]","[1038, 529, 402, 1239, 462, 889, 737, 599, 387, 310, 192, 1092, 356, 763, 491, 268, 139, 712, 374, 528, 509, 540, 26, 738, 321, 288, 83, 742, 982, 356, 682, 487, 1065, 329, 647, 814, 1136, 1076, 564, 106, 782, 1065, 582, 102, 857, 274, 953, 1173, 786, 595]"
901,901,46,M,정자운동성,뇌졸중,"[10356, 18055, 7942, 14558, 7369, 25869, 13433, 15155, 3107, 22413, 14725, 13880, 2509, 9909, 2568, 3789, 27885, 7441, 15531, 29641, 8691, 24579, 2349, 1053, 16657, 27924, 9185, 5268, 21299, 14370, 15754, 14387, 12989, 2158, 27524, 7216, 4834, 9503, 8011, 30002, 3536, 12066, 7594, 20271, 8349, 773, 19654, 23689, 21057, 11603]","[468, 581, 385, 259, 737, 176, 990, 880, 460, 974, 286, 915, 340, 1095, 638, 250, 421, 315, 304, 65, 655, 1108, 963, 571, 202, 995, 748, 619, 208, 1085, 1174, 548, 767, 365, 147, 512, 693, 585, 1239, 680, 311, 508, 1192, 590, 298, 1202, 657, 1089, 1111, 171]"
902,902,44,F,피부 ,심근경색증,"[8386, 4047, 9906, 22823, 10142, 23058, 18503, 25053, 3846, 2780, 13556, 1205, 9456, 17533, 1921, 8122, 22368, 7699, 30505, 4783, 10232, 21706, 9372, 8393, 24003, 27831, 21981, 13784, 9910, 29889, 8822, 15854, 90, 8782, 23106, 14188, 14338, 19725, 6698, 18683, 17506, 7379, 4532, 13001, 16607, 9826, 22470, 24059, 30002, 17513]","[1163, 380, 519, 336, 1119, 294, 647, 1017, 1184, 724, 47, 1091, 1031, 511, 425, 39, 1190, 233, 37, 1150, 1212, 825, 843, 1024, 482, 936, 89, 1173, 980, 1098, 934, 24, 158, 607, 3, 944, 290, 588, 126, 924, 182, 747, 716, 259, 972, 712, 64, 909, 1099, 1208]"
903,903,55,M,수면질 ,뇌졸중,"[20891, 3435, 4927, 10888, 14964, 25520, 3584, 22132, 24834, 9196, 25402, 15153, 12713, 16892, 30367, 24579, 22316, 12694, 16932, 11886, 24834, 10192, 15789, 20331, 22435, 11393, 6095, 1579, 6218, 5128, 7149, 9876, 27694, 12473, 4188, 18979, 2772, 27464, 2785, 11403, 9452, 17628, 29748, 17769, 6281, 26570, 7905, 28304, 27483, 13648]","[58, 246, 785, 496, 520, 391, 963, 1123, 303, 474, 897, 943, 277, 618, 514, 211, 913, 277, 611, 1039, 719, 1194, 569, 264, 899, 63, 670, 6, 754, 1030, 833, 965, 730, 1013, 755, 407, 1092, 920, 282, 160, 1192, 1042, 207, 773, 313, 1076, 187, 22, 108, 54]"
904,904,46,M,위  ,아토피성 피부염,"[2497, 23315, 3760, 17408, 18094, 24033, 3518, 26021, 18977, 5227, 25571, 27203, 12367, 24213, 7828, 17562, 27297, 4019, 4033, 27145, 16095, 18405, 27223, 22209, 23939, 15890, 30427, 18574, 30128, 16282, 2505, 20687, 4475, 6178, 15801, 24803, 868, 3907, 14327, 20293, 25504, 8943, 17292, 19574, 13953, 21682, 28557, 20255, 6901, 1690]","[648, 841, 433, 34, 401, 766, 738, 1133, 1240, 964, 314, 344, 1098, 702, 64, 119, 80, 119, 772, 572, 398, 625, 1095, 173, 1068, 574, 413, 1008, 495, 631, 788, 955, 289, 780, 916, 506, 79, 337, 755, 175, 280, 31, 523, 538, 973, 262, 385, 357, 367, 756]"
905,905,58,F,콜레스테롤 ,빈혈,"[15718, 29236, 9540, 21902, 6384, 987, 8582, 6382, 4997, 26162, 30519, 29735, 14674, 23783, 14313, 23634, 11184, 25454, 3659, 20566, 6032, 4812, 28082, 6230, 14402, 11457, 4639, 4618, 23943, 185, 12656, 17769, 21866, 2326, 27332, 13630, 505, 3070, 6152, 20621, 12494, 12654, 19655, 30212, 11105, 13228, 14504, 2429, 1355, 25483]","[51, 692, 741, 108, 363, 1163, 1118, 1114, 295, 591, 385, 1050, 485, 357, 619, 521, 283, 620, 1106, 1238, 490, 539, 977, 592, 431, 1033, 244, 908, 114, 149, 697, 975, 843, 1015, 1023, 836, 513, 314, 666, 924, 952, 816, 800, 493, 620, 254, 395, 704, 921, 1080]"
906,906,19,M,면역 기능,당뇨병,"[24929, 3866, 14862, 21391, 28557, 23649, 22170, 19271, 24586, 10471, 1043, 7803, 29798, 28377, 15466, 23584, 23577, 2863, 16242, 14710, 19187, 17944, 1021, 23622, 5750, 25007, 25773, 15779, 20908, 7437, 22935, 26529, 2853, 5381, 26196, 3610, 7968, 15507, 29371, 27607, 26078, 29698, 2388, 19508, 7363, 24196, 29183, 4962, 25565, 12396]","[450, 1016, 86, 381, 444, 895, 230, 508, 513, 416, 476, 532, 600, 1070, 1152, 80, 1009, 696, 129, 96, 664, 714, 427, 661, 486, 1001, 564, 651, 518, 872, 739, 140, 422, 774, 27, 514, 1126, 306, 581, 424, 930, 61, 676, 876, 1027, 1097, 218, 1154, 608, 743]"
